"Symbol","Description","Local Symbol","IPO Date","Category1","Category2","Category3","GICS Sector","ISIN","SEDOL","Market Cap","Currency","Actions"
"JT:3193","Torikizoku Holdings Co. Ltd.","3193","07/10/2014","Global Equity","Common stocks","Developed markets ex-US","Unknown","JP3635900008","BN893P5","0","JPY","Analyze"
"JT:3197","Skylark Holdings Co., Ltd","3197","10/09/2014","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3396210001","BQQD167","0","JPY","Analyze"
"JT:3198","SFP Holdings Co., Ltd","3198","12/16/2014","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3162250009","BSN9YH4","0","JPY","Analyze"
"JT:3201","The Japan Wool Textile Co., Ltd","3201","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3700800000","6470704","0","JPY","Analyze"
"JT:3222","United Super Markets Holdings Inc","3222","03/02/2015","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","JP3949450005","BVZ6XS8","0","JPY","Analyze"
"JT:3228","Sanei Architecture Planning Co.,Ltd","3228","08/04/2011","Global Equity","Common stocks","Developed markets ex-US","Unknown","JP3324700008","B1BNYP7","0","JPY","Analyze"
"JT:3231","Nomura Real Estate Holdings, Inc","3231","10/03/2006","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JP3762900003","B1CWJM5","0","JPY","Analyze"
"JT:3232","Mie Kotsu Group Holdings, Inc","3232","03/19/2015","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3332510001","B1DRQC8","0","JPY","Analyze"
"JT:3234","Mori Hills REIT Investment Corporation","3234","11/30/2006","Global Equity","REITs","Developed markets ex-US","Real Estate","JP3046470005","B1GF9P3","0","JPY","Analyze"
"JT:3244","Samty Co., Ltd","3244","08/01/2007","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JP3322970009","B1Z83H3","0","JPY","Analyze"
"JT:3245","Dear Life Ltd","3245","08/02/2007","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JP3548720006","B1Z9SZ9","0","JPY","Analyze"
"JT:3249","Industrial & Infrastructure Fund Investment Corporation","3249","10/18/2007","Global Equity","REITs","Developed markets ex-US","Real Estate","JP3046500009","B24HH65","0","JPY","Analyze"
"JT:3252","Nippon Commercial Development Co., Ltd","3252","12/26/2014","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JP3714200007","B28BWW4","0","JPY","Analyze"
"JT:3254","Pressance Corporation","3254","12/20/2007","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3833300001","B29H1T1","0","JPY","Analyze"
"JT:3269","Advance Residence Investment Corporation","3269","03/02/2010","Global Equity","REITs","Developed markets ex-US","Real Estate","JP3047160001","B62WZW2","0","JPY","Analyze"
"JT:3276","Japan Property Management Center Co., Ltd","3276","12/10/2012","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JP3695050009","B4Q77X4","0","JPY","Analyze"
"JT:3278","Kenedix Residential Next Investment Corporation","3278","04/26/2012","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JP3047480003","B76BZX3","0","JPY","Analyze"
"JT:3279","Activia Properties Inc","3279","06/13/2012","Global Equity","REITs","Developed markets ex-US","Real Estate","JP3047490002","B8BSRY1","0","JPY","Analyze"
"JT:3281","GLP J-REIT","3281","12/21/2012","Global Equity","REITs","Developed markets ex-US","Real Estate","JP3047510007","B8RBZV7","0","JPY","Analyze"
"JT:3282","Comforia Residential REIT, Inc","3282","02/06/2013","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JP3047540004","B8N6QD5","0","JPY","Analyze"
"JT:3283","Nippon Prologis REIT, Inc","3283","02/14/2013","Global Equity","REITs","Developed markets ex-US","Real Estate","JP3047550003","B98BC67","0","JPY","Analyze"
"JT:3284","Hoosiers Holdings","3284","04/01/2013","Global Equity","Common stocks","Developed markets ex-US","Unknown","JP3802060008","","0","JPY","Analyze"
"JT:3287","Hoshino Resorts REIT, Inc","3287","07/12/2013","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JP3047610005","BBH7G35","0","JPY","Analyze"
"JT:3288","Open House Co., Ltd","3288","09/20/2013","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3173540000","BD3D170","0","JPY","Analyze"
"JT:3289","Tokyu Fudosan Holdings Corporation","3289","10/01/2013","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JP3569200003","BDC6LT2","0","JPY","Analyze"
"JT:3290","One REIT, Inc","3290","10/09/2013","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JP3047640002","BDGTL31","0","JPY","Analyze"
"JT:3291","Iida Group Holdings Co., Ltd","3291","11/01/2013","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3131090007","BFDTBS3","0","JPY","Analyze"
"JT:3292","AEON REIT Investment Corporation","3292","11/22/2013","Global Equity","REITs","Developed markets ex-US","Real Estate","JP3047650001","BFSSCF9","0","JPY","Analyze"
"JT:3295","Hulic Reit, Inc","3295","02/07/2014","Global Equity","REITs","Developed markets ex-US","Real Estate","JP3047660000","BJ04C42","0","JPY","Analyze"
"JT:3296","NIPPON REIT Investment Corporation","3296","04/24/2014","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JP3047750009","BLC7414","0","JPY","Analyze"
"JT:3299","Mugen Estate Co., Ltd","3299","06/18/2014","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JP3912500000","BMVKJL6","0","JPY","Analyze"
"JT:3302","Teikoku Sen-i Co., Ltd","3302","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3540800004","6880983","0","JPY","Analyze"
"JT:3309","Sekisui House Reit, Inc","3309","12/03/2014","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JP3047820000","BSKRKL7","0","JPY","Analyze"
"JT:3315","Nippon Coke & Engineering Company, Limited","3315","03/10/2004","Global Equity","Common stocks","Developed markets ex-US","Energy","JP3889610006","6740344","0","JPY","Analyze"
"JT:3462","Nomura Real Estate Master Fund, Inc","3462","10/02/2015","Global Equity","REITs","Developed markets ex-US","Real Estate","JP3048110005","BYSJJF4","0","JPY","Analyze"
"JT:3463","Ichigo Hotel REIT Investment Corporation","3463","11/30/2015","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JP3048160000","BYQL3F0","0","JPY","Analyze"
"JT:3465","Ki-Star Real Estate Co.,Ltd","3465","12/24/2015","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3277620005","BYZ0S75","0","JPY","Analyze"
"JT:3466","LaSalle LOGIPORT REIT","3466","02/17/2016","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JP3048180008","BDD1L29","0","JPY","Analyze"
"JT:3468","Star Asia Investment Corporation","3468","04/20/2016","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JP3048200004","BYYJ8J5","0","JPY","Analyze"
"JT:3470","Marimo Regional Revitalization Rei","3470","07/29/2016","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JP3048290005","BYZWTV2","0","JPY","Analyze"
"JT:3471","Mitsui Fudosan Logistics Park Inc","3471","08/02/2016","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JP3048300002","BYZWTW3","0","JPY","Analyze"
"JT:3472","Ooedo Onsen Reit Investment Corporation","3472","08/31/2016","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JP3048310001","BYY57L8","0","JPY","Analyze"
"JT:3475","Good Com Asset Ltd","3475","12/08/2016","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JP3273750004","BZCD4J8","0","JPY","Analyze"
"JT:3476","MIRAI Corporation","3476","12/16/2016","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JP3048370005","BZ1B0D9","0","JPY","Analyze"
"JT:3478","MORI TRUST Hotel Reit, Inc","3478","02/07/2017","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JP3048380004","BDFT842","0","JPY","Analyze"
"JT:3479","TKP Corporation","3479","03/27/2017","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JP3538710009","BDZWWH2","0","JPY","Analyze"
"JT:3481","Mitsubishi Estate Logistics REIT Investment Corporation","3481","09/14/2017","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JP3048480002","BF46Y06","0","JPY","Analyze"
"JT:3487","Cre Logistics Reit Inc","3487","02/07/2018","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JP3048680007","BFXZ9X2","0","JPY","Analyze"
"JT:3488","Xymax Reit Corp","3488","02/15/2018","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JP3048690006","BD0G2B3","0","JPY","Analyze"
"JT:3491","Ga Technologies Ltd","3491","07/25/2018","Global Equity","Common stocks","Developed markets ex-US","Communication Services","JP3386670008","BFWVYJ2","0","JPY","Analyze"
"JT:3492","Takara Leben Real Estate Reit Corp","3492","07/27/2018","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JP3048750008","BZ16GD6","0","JPY","Analyze"
"JT:3493","Itochu Advance Logistics Investmen","3493","09/07/2018","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JP3048770006","BZ1KQN8","0","JPY","Analyze"
"JT:3501","Suminoe Textile Co., Ltd","3501","04/04/1990","Global Equity","Common stocks","Developed markets ex-US","Unknown","JP3410200004","6858452","0","JPY","Analyze"
"JT:3528","Prospect Co Ltd","3528","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JP3221000007","6176983","0","JPY","Analyze"
"JT:3529","Atsugi Co., Ltd","3529","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Unknown","JP3120200005","6063687","0","JPY","Analyze"
"JT:3539","Japan Meat Co.,Ltd","3539","04/21/2016","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","JP3389690003","BYM6DQ0","0","JPY","Analyze"
"JT:3543","KOMEDA Holdings Co., Ltd","3543","06/29/2016","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3305580007","BD96HP3","0","JPY","Analyze"
"JT:3548","Baroque Japan Limited","3548","11/01/2016","Global Equity","Common stocks","Developed markets ex-US","Unknown","JP3778450001","BDB46N6","0","JPY","Analyze"
"JT:3549","Kusuri No Aoki Holdings Co., Ltd","3549","11/21/2016","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","JP3266190002","BYX8TV2","0","JPY","Analyze"
"JT:3558","LOCONDO Inc.","3558","03/07/2017","Global Equity","Common stocks","Developed markets ex-US","Unknown","JP3984120000","BD83SJ6","0","JPY","Analyze"
"JT:3563","Sushiro Global Holdings Ltd","3563","03/30/2017","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3397150008","BF1HPT8","0","JPY","Analyze"
"JT:3569","Seiren Co.,Ltd","3569","01/05/1984","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3413800008","6793520","0","JPY","Analyze"
"JT:3580","KOMATSU MATERE Co., Ltd","3580","01/24/1984","Global Equity","Common stocks","Developed markets ex-US","Unknown","JP3304600004","6496614","0","JPY","Analyze"
"JT:3591","Wacoal Holdings Corp","3591","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3992400006","6932204","0","JPY","Analyze"
"JT:3593","Hogy Medical Co.,Ltd","3593","12/09/1991","Global Equity","Common stocks","Developed markets ex-US","Health Care","JP3840800001","6439040","0","JPY","Analyze"
"JT:3608","TSI Holdings Co.,Ltd","3608","06/01/2011","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3538690003","B5MSTC1","0","JPY","Analyze"
"JT:3612","World Ltd","3612","09/28/2018","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3990210001","BDFLJY5","0","JPY","Analyze"
"JT:3626","TIS Inc","3626","04/01/2008","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3104890003","B2Q4CR0","0","JPY","Analyze"
"JT:3632","Gree, Inc","3632","12/17/2008","Global Equity","Common stocks","Developed markets ex-US","Communication Services","JP3274070006","B3FJNX6","0","JPY","Analyze"
"JT:3635","Koei Tecmo Holdings Co., Ltd","3635","04/01/2009","Global Equity","Common stocks","Developed markets ex-US","Communication Services","JP3283460008","B60DR09","0","JPY","Analyze"
"JT:3636","Mitsubishi Research Institute, Inc","3636","09/14/2009","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3902200009","B3WPWZ2","0","JPY","Analyze"
"JT:3649","FINDEX Inc.","3649","03/23/2011","Global Equity","Common stocks","Developed markets ex-US","Unknown","JP3801450002","B3TFM33","0","JPY","Analyze"
"JT:3653","Morpho, Inc","3653","07/22/2011","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3927550008","B691CG5","0","JPY","Analyze"
"JT:3656","KLab Inc","3656","09/27/2011","Global Equity","Common stocks","Developed markets ex-US","Communication Services","JP3268870007","B6YXB81","0","JPY","Analyze"
"JT:3657","Poletowin Pitcrew Holdings, Inc","3657","10/26/2011","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3855950006","B7434Z6","0","JPY","Analyze"
"JT:3659","NEXON Co., Ltd","3659","12/14/2011","Global Equity","Common stocks","Developed markets ex-US","Communication Services","JP3758190007","B63QM77","0","JPY","Analyze"
"JT:3660","istyle Inc","3660","03/08/2012","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3102320003","B7JCJZ3","0","JPY","Analyze"
"JT:3662","Ateam Inc","3662","04/05/2012","Global Equity","Common stocks","Developed markets ex-US","Communication Services","JP3160890004","B7LQNH3","0","JPY","Analyze"
"JT:3665","Enigmo Inc","3665","07/24/2012","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3164590006","B7K8660","0","JPY","Analyze"
"JT:3668","COLOPL, Inc","3668","12/13/2012","Global Equity","Common stocks","Developed markets ex-US","Communication Services","JP3305960001","B84B5K9","0","JPY","Analyze"
"JT:3673","Broadleaf Co., Ltd","3673","03/22/2013","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3831490002","B7VB4G4","0","JPY","Analyze"
"JT:3676","Digital Hearts Holdings Co.,Ltd","3676","10/01/2013","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3765110006","BDFLKD1","0","JPY","Analyze"
"JT:3678","MEDIA DO HOLDINGS Co., Ltd","3678","11/21/2013","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3921230003","BFTRL36","0","JPY","Analyze"
"JT:3679","ZIGExN Co., Ltd","3679","11/25/2013","Global Equity","Common stocks","Developed markets ex-US","Communication Services","JP3386490001","BFWH6R2","0","JPY","Analyze"
"JT:3681","V-Cube Inc","3681","12/10/2013","Global Equity","Common stocks","Developed markets ex-US","Communication Services","JP3829750003","BGCYZB7","0","JPY","Analyze"
"JT:3687","Fixstars Corporation","3687","04/24/2014","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3802950000","BKXLD66","0","JPY","Analyze"
"JT:3692","FFRI Inc","3692","10/01/2014","Global Equity","Common stocks","Developed markets ex-US","Unknown","JP3166830004","","0","JPY","Analyze"
"JT:3694","Optim Corp","3694","10/23/2014","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3197690005","BRG9JP7","0","JPY","Analyze"
"JT:3697","SHIFT, Inc","3697","11/14/2014","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3355400007","BRJQJX3","0","JPY","Analyze"
"JT:3708","Tokushu Tokai Paper Co., Ltd","3708","04/02/2007","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3624900001","B1TK212","0","JPY","Analyze"
"JT:3733","Software Service Inc","3733","02/23/2004","Global Equity","Common stocks","Developed markets ex-US","Health Care","JP3436020006","6734314","0","JPY","Analyze"
"JT:3738","T-Gaia Corporation","3738","04/07/2004","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3893700009","6744670","0","JPY","Analyze"
"JT:3758","Aeria Inc","3758","12/17/2004","Global Equity","Common stocks","Developed markets ex-US","Unknown","JP3105290005","","0","JPY","Analyze"
"JT:3762","TechMatrix Corporation","3762","06/04/2010","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3545130001","B05MTT2","0","JPY","Analyze"
"JT:3765","GungHo Online Entertainment, Inc","3765","03/14/2005","Global Equity","Common stocks","Developed markets ex-US","Communication Services","JP3235900002","B064D84","0","JPY","Analyze"
"JT:3769","GMO Payment Gateway, Inc","3769","04/06/2005","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3385890003","B06CMQ9","0","JPY","Analyze"
"JT:3773","Advanced Media, Inc","3773","06/28/2005","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3122150000","","0","JPY","Analyze"
"JT:3774","Internet Initiative Japan Inc","3774","12/02/2005","Global Equity","Common stocks","Developed markets ex-US","Communication Services","JP3152820001","B05H328","0","JPY","Analyze"
"JT:3788","Gmo Cloud Kk","3788","12/16/2005","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3386040004","B0Q3FT6","0","JPY","Analyze"
"JT:3817","SRA Holdings, Inc","3817","10/02/2006","Global Equity","Common stocks","Developed markets ex-US","Unknown","JP3161450006","B1D3PK7","0","JPY","Analyze"
"JT:3825","Remixpoint, Inc","3825","12/04/2006","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3974900007","B1GD708","0","JPY","Analyze"
"JT:3835","Ebase Ltd","3835","12/29/2006","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3130790003","B1HTYM6","0","JPY","Analyze"
"JT:3844","Comture Corporation","3844","11/20/2012","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3305560009","B1RMMB0","0","JPY","Analyze"
"JT:3857","LAC Co., Ltd","3857","10/02/2007","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3967900006","B248ZL9","0","JPY","Analyze"
"JT:3861","Oji Holdings Corporation","3861","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3174410005","6657701","0","JPY","Analyze"
"JT:3863","Nippon Paper Industries Co., Ltd","3863","04/01/2013","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3721600009","B8B8PJ2","0","JPY","Analyze"
"JT:3864","Mitsubishi Paper Mills Limited","3864","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3901200000","6597142","0","JPY","Analyze"
"JT:3865","Hokuetsu Corporation","3865","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3841800000","6433105","0","JPY","Analyze"
"JT:3877","Chuetsu Pulp & Paper Co., Ltd","3877","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Unknown","JP3513400006","6195706","0","JPY","Analyze"
"JT:3880","Daio Paper Corporation","3880","02/17/1988","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3440400004","6870898","0","JPY","Analyze"
"JT:3900","CrowdWorks Inc.","3900","12/12/2014","Global Equity","Common stocks","Developed markets ex-US","Unknown","JP3267900003","BSLVCS9","0","JPY","Analyze"
"JT:3902","Medical Data Vision Co., Ltd","3902","12/16/2014","Global Equity","Common stocks","Developed markets ex-US","Health Care","JP3921250001","BSN5BR1","0","JPY","Analyze"
"JT:3903","gumi Inc","3903","12/18/2014","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3273810006","","0","JPY","Analyze"
"JT:3906","Albert Inc.","3906","02/19/2015","Global Equity","Common stocks","Developed markets ex-US","Unknown","JP3126460009","BVGBQV6","0","JPY","Analyze"
"JT:3911","Aiming Inc","3911","03/25/2015","Global Equity","Common stocks","Developed markets ex-US","Unknown","JP3161050004","","0","JPY","Analyze"
"JT:3914","JIG-SAW INC","3914","04/30/2015","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3386560001","BVGGXP4","0","JPY","Analyze"
"JT:3922","Pr Times Inc","3922","03/31/2016","Global Equity","Common stocks","Developed markets ex-US","Communication Services","JP3801050000","BYQ3G24","0","JPY","Analyze"
"JT:3923","Rakus Co., Ltd","3923","12/10/2015","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3967170006","BD87BM2","0","JPY","Analyze"
"JT:3926","OpenDoor Inc","3926","12/17/2015","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3173560008","BYM5YY2","0","JPY","Analyze"
"JT:3932","Akatsuki Inc","3932","03/17/2016","Global Equity","Common stocks","Developed markets ex-US","Communication Services","JP3107000006","BYXBLB5","0","JPY","Analyze"
"JT:3941","Rengo Co., Ltd","3941","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3981400009","6732200","0","JPY","Analyze"
"JT:3946","Tomoku Co., Ltd","3946","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Unknown","JP3554000004","6896311","0","JPY","Analyze"
"JT:3950","The Pack Corporation","3950","09/11/2001","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3345900009","6887821","0","JPY","Analyze"
"JT:3962","Change Inc","3962","09/28/2016","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3507750002","BD41Y74","0","JPY","Analyze"
"JT:3964","Aucnet Inc","3964","10/03/2017","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3172060000","","0","JPY","Analyze"
"JT:3966","Uzabase, Inc","3966","10/21/2016","Global Equity","Common stocks","Developed markets ex-US","Financials","JP3944390008","BYZ6P94","0","JPY","Analyze"
"JT:3978","Macromill, Inc","3978","03/22/2017","Global Equity","Common stocks","Developed markets ex-US","Communication Services","JP3863030007","BYM41J3","0","JPY","Analyze"
"JT:3983","Oro Ltd","3983","03/24/2017","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3201900002","BF0SCH9","0","JPY","Analyze"
"JT:3990","UUUM co.,ltd","3990","08/31/2017","Global Equity","Common stocks","Developed markets ex-US","Communication Services","JP3154080000","BDVL080","0","JPY","Analyze"
"JT:3993","PKSHA Technology Inc","3993","09/22/2017","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3780050005","BF1CV17","0","JPY","Analyze"
"JT:3994","Money Forward, Inc","3994","09/29/2017","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3869960009","BD5ZWW6","0","JPY","Analyze"
"JT:4004","Showa Denko K.K","4004","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3368000000","6805469","0","JPY","Analyze"
"JT:4005","Sumitomo Chemical Company, Limited","4005","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3401400001","6858560","0","JPY","Analyze"
"JT:4008","Sumitomo Seika Chemicals Company Limited","4008","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3405600002","6793605","0","JPY","Analyze"
"JT:4021","Nissan Chemical Corporation","4021","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3670800006","6641588","0","JPY","Analyze"
"JT:4023","Kureha Corporation","4023","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3271600003","6497907","0","JPY","Analyze"
"JT:4025","Taki Chemical Ltd","4025","01/05/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3461000006","6871277","0","JPY","Analyze"
"JT:4027","Tayca Corporation","4027","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3539300008","6880864","0","JPY","Analyze"
"JT:4028","Ishihara Sangyo Kaisha, Ltd","4028","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3136800004","6466866","0","JPY","Analyze"
"JT:4041","Nippon Soda Co., Ltd","4041","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3726200003","6640585","0","JPY","Analyze"
"JT:4042","Tosoh Corporation","4042","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3595200001","6900289","0","JPY","Analyze"
"JT:4043","Tokuyama Corporation","4043","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3625000009","6895761","0","JPY","Analyze"
"JT:4044","Central Glass Co., Ltd","4044","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3425000001","6184306","0","JPY","Analyze"
"JT:4045","Toagosei Co., Ltd","4045","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3556400004","6894467","0","JPY","Analyze"
"JT:4046","Osaka Soda Co., Ltd","4046","01/05/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3485900009","6661780","0","JPY","Analyze"
"JT:4047","Kanto Denka Kogyo Co., Ltd","4047","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3232600001","6483627","0","JPY","Analyze"
"JT:4051","Gmo Financial Gate Inc","4051","07/16/2020","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3386710002","BKPTHH7","0","JPY","Analyze"
"JT:4061","Denka Company Limited","4061","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3549600009","6309820","0","JPY","Analyze"
"JT:4062","Ibiden Co., Ltd","4062","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3148800000","6456102","0","JPY","Analyze"
"JT:4063","Shin-Etsu Chemical Co., Ltd","4063","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3371200001","6804585","0","JPY","Analyze"
"JT:4071","PLUS ALPHA CONSULTING LTD","4071","06/30/2021","Global Equity","Comon stocks","Developed markets ex-US","Information Technology","","","0","JPY","Analyze"
"JT:4078","Sakai Chemical Industry Co., Ltd","4078","01/17/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3312800000","6769402","0","JPY","Analyze"
"JT:4080","Tanaka Chemical Corporation","4080","02/22/2000","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3468810001","6214203","0","JPY","Analyze"
"JT:4088","Air Water Inc","4088","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3160670000","6441465","0","JPY","Analyze"
"JT:4091","Taiyo Nippon Sanso Corporation","4091","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3711600001","6640541","0","JPY","Analyze"
"JT:4092","Nippon Chemical Industrial Co","4092","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Unknown","JP3691600005","6640314","0","JPY","Analyze"
"JT:4094","Nihon Kagaku Sangyo Co., Ltd","4094","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3692000007","","0","JPY","Analyze"
"JT:4095","Nihon Parkerizing Co., Ltd","4095","01/05/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3744600002","6640529","0","JPY","Analyze"
"JT:4097","Koatsu Gas Kogyo Co., Ltd","4097","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3285800003","6495967","0","JPY","Analyze"
"JT:4099","Shikoku Chemicals Corporation","4099","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3349600001","6804303","0","JPY","Analyze"
"JT:4100","Toda Kogyo Corp","4100","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Unknown","JP3627400009","6893505","0","JPY","Analyze"
"JT:4109","Stella Chemifa Corporation","4109","10/18/2000","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3399720006","6175582","0","JPY","Analyze"
"JT:4112","Hodogaya Chemical Co., Ltd","4112","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3852600000","6430203","0","JPY","Analyze"
"JT:4114","Nippon Shokubai Co., Ltd","4114","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3715200006","6470588","0","JPY","Analyze"
"JT:4116","Dainichiseika Color & Chemicals Mfg. Co., Ltd","4116","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3492200005","6250962","0","JPY","Analyze"
"JT:4118","Kaneka Corporation","4118","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3215800008","6483360","0","JPY","Analyze"
