"Symbol","Description","Local Symbol","IPO Date","Category1","Category2","Category3","GICS Sector","ISIN","SEDOL","Market Cap","Currency","Actions"
"JT:9437","NTT DOCOMO, INC","9437","10/22/1998","Global Equity","Common stocks","Developed markets ex-US","Communication Services","JP3165650007","6129277","12,527,084,765,184","JPY","Analyze"
"JT:8306","Mitsubishi UFJ Financial Group, Inc","8306","04/02/2001","Global Equity","Common stocks","Developed markets ex-US","Financials","JP3902900004","6335171","9,105,295,015,936","JPY","Analyze"
"JT:8035","Tokyo Electron Limited","8035","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3571400005","6895675","9,082,681,425,920","JPY","Analyze"
"JT:6098","Recruit Holdings Co., Ltd","6098","10/16/2014","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3970300004","BQRRZ00","7,856,798,040,064","JPY","Analyze"
"JT:8058","Mitsubishi Corporation","8058","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3898400001","6596785","6,431,677,349,888","JPY","Analyze"
"JT:4519","Chugai Pharmaceutical Co., Ltd","4519","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Health Care","JP3519400000","6196408","5,801,160,736,768","JPY","Analyze"
"JT:4502","Takeda Pharmaceutical Company Limited","4502","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Health Care","JP3463000004","6870445","5,768,280,539,136","JPY","Analyze"
"JT:8001","ITOCHU Corporation","8001","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3143600009","6467803","5,349,484,003,328","JPY","Analyze"
"JT:8316","Sumitomo Mitsui Financial Group, Inc","8316","12/02/2002","Global Equity","Common stocks","Developed markets ex-US","Financials","JP3890350006","6563024","5,323,010,605,056","JPY","Analyze"
"JT:8031","Mitsui & Co., Ltd","8031","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3893600001","6597302","5,011,853,017,088","JPY","Analyze"
"JT:3382","Seven & i Holdings Co., Ltd","3382","09/01/2005","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","JP3422950000","B0FS5D6","4,606,438,932,480","JPY","Analyze"
"JT:8766","Tokio Marine Holdings, Inc","8766","04/01/2002","Global Equity","Common stocks","Developed markets ex-US","Financials","JP3910660004","6513126","4,569,623,953,408","JPY","Analyze"
"JT:6273","SMC Corporation","6273","12/24/1987","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3162600005","6763965","4,319,647,105,024","JPY","Analyze"
"JT:8411","Mizuho Financial Group, Inc","8411","03/12/2003","Global Equity","Common stocks","Developed markets ex-US","Financials","JP3885780001","6591014","3,815,825,211,392","JPY","Analyze"
"JT:4503","Astellas Pharma Inc","4503","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Health Care","JP3942400007","6985383","3,582,720,475,136","JPY","Analyze"
"JT:9022","Central Japan Railway Company","9022","10/08/1997","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3566800003","6183552","3,264,530,350,080","JPY","Analyze"
"JT:4543","Terumo Corporation","4543","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Health Care","JP3546800008","6885074","3,049,756,295,168","JPY","Analyze"
"JT:9613","NTT DATA Corporation","9613","04/26/1995","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3165700000","6125639","2,809,207,455,744","JPY","Analyze"
"JT:8591","ORIX Corporation","8591","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Financials","JP3200450009","6661144","2,767,258,386,432","JPY","Analyze"
"JT:8113","Unicharm Corporation","8113","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","JP3951600000","6911485","2,629,980,389,376","JPY","Analyze"
"JT:2413","M3, Inc","2413","09/16/2004","Global Equity","Common stocks","Developed markets ex-US","Health Care","JP3435750009","B02K2M3","2,615,647,666,176","JPY","Analyze"
"JT:8750","Dai-ichi Life Holdings, Inc","8750","04/01/2010","Global Equity","Common stocks","Developed markets ex-US","Financials","JP3476480003","B601QS4","2,549,304,524,800","JPY","Analyze"
"JT:8801","Mitsui Fudosan Co., Ltd","8801","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JP3893200000","6597603","2,516,937,342,976","JPY","Analyze"
"JT:9020","East Japan Railway Company","9020","10/26/1993","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3783600004","6298542","2,508,645,990,400","JPY","Analyze"
"JT:8802","Mitsubishi Estate Co., Ltd","8802","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JP3899600005","6596729","2,418,428,870,656","JPY","Analyze"
"JT:4452","Kao Corporation","4452","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","JP3205800000","6483809","2,351,881,256,960","JPY","Analyze"
"JT:8002","Marubeni Corporation","8002","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3877600001","6569464","2,332,113,502,208","JPY","Analyze"
"JT:8053","Sumitomo Corporation","8053","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3404600003","6858946","2,310,990,987,264","JPY","Analyze"
"JT:8725","MS&AD Insurance Group Holdings, Inc","8725","04/01/2008","Global Equity","Common stocks","Developed markets ex-US","Financials","JP3890310000","B2Q4CS1","2,047,448,055,808","JPY","Analyze"
"JT:4507","Shionogi & Co., Ltd","4507","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Health Care","JP3347200002","6804682","2,042,720,026,624","JPY","Analyze"
"JT:8267","Aeon Co., Ltd","8267","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","JP3388200002","6480048","1,931,247,616,000","JPY","Analyze"
"JT:9735","SECOM CO., LTD","9735","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3421800008","6791591","1,825,021,755,392","JPY","Analyze"
"JT:8630","Sompo Holdings, Inc","8630","04/01/2010","Global Equity","Common stocks","Developed markets ex-US","Financials","JP3165000005","B62G7K6","1,733,947,293,696","JPY","Analyze"
"JT:4528","Ono Pharmaceutical Co., Ltd","4528","01/05/1984","Global Equity","Common stocks","Developed markets ex-US","Health Care","JP3197600004","6660107","1,695,412,387,840","JPY","Analyze"
"JT:9101","Nippon Yusen Kabushiki Kaisha","9101","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3753000003","6643960","1,685,222,850,560","JPY","Analyze"
"JT:8015","Toyota Tsusho Corporation","8015","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3635000007","6900580","1,600,871,989,248","JPY","Analyze"
"JT:4523","Eisai Co., Ltd","4523","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Health Care","JP3160400002","6307200","1,564,882,108,416","JPY","Analyze"
"JT:8830","Sumitomo Realty & Development Co., Ltd","8830","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JP3409000001","6858902","1,544,570,404,864","JPY","Analyze"
"JT:5713","Sumitomo Metal Mining Co., Ltd","5713","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3402600005","6858849","1,467,277,246,464","JPY","Analyze"
"JT:8604","Nomura Holdings, Inc","8604","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Financials","JP3762600009","6643108","1,463,850,106,880","JPY","Analyze"
"JT:3407","Asahi Kasei Corporation","3407","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3111200006","6054603","1,456,906,436,608","JPY","Analyze"
"JT:9143","Sg Holdings Ltd","9143","12/13/2017","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3162770006","BFFY885","1,452,759,580,672","JPY","Analyze"
"JT:8309","Sumitomo Mitsui Trust Holdings, Inc","8309","01/31/2002","Global Equity","Common stocks","Developed markets ex-US","Financials","JP3892100003","6431897","1,427,495,583,744","JPY","Analyze"
"JT:9843","Nitori Holdings Co., Ltd","9843","10/28/2002","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3756100008","6644800","1,414,824,460,288","JPY","Analyze"
"JT:3938","LINE Corporation","3938","07/15/2016","Global Equity","Common stocks","Developed markets ex-US","Communication Services","JP3966750006","BZB1Y59","1,303,880,663,040","JPY","Analyze"
"JT:9104","Mitsui O.S.K. Lines, Ltd","9104","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3362700001","6597584","1,211,159,281,664","JPY","Analyze"
"JT:6146","Disco Corporation","6146","10/31/1989","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3548600000","6270948","1,203,608,223,744","JPY","Analyze"
"JT:8951","Nippon Building Fund Incorporation","8951","09/10/2001","Global Equity","REITs","Developed markets ex-US","Real Estate","JP3027670003","6396800","1,187,291,070,464","JPY","Analyze"
"JT:9202","ANA Holdings Inc","9202","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3429800000","6014908","1,176,330,305,536","JPY","Analyze"
"JT:9021","West Japan Railway Company","9021","10/08/1996","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3659000008","6957995","1,174,132,752,384","JPY","Analyze"
"JT:9766","Konami Holdings Corporation","9766","02/19/1988","Global Equity","Common stocks","Developed markets ex-US","Communication Services","JP3300200007","6496681","1,166,945,943,552","JPY","Analyze"
"JT:8028","FamilyMart UNY Holdings Co., Ltd","8028","12/08/1987","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","JP3802600001","6331276","1,157,469,044,736","JPY","Analyze"
"JT:8308","Resona Holdings, Inc","8308","12/11/2001","Global Equity","Common stocks","Developed markets ex-US","Financials","JP3500610005","6421553","1,139,761,872,896","JPY","Analyze"
"JT:9531","Tokyo Gas Co., Ltd","9531","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Utilities","JP3573000001","6895448","1,135,789,473,792","JPY","Analyze"
"JT:8729","Sony Financial Holdings Inc","8729","10/11/2007","Global Equity","Common stocks","Developed markets ex-US","Financials","JP3435350008","B249SN5","1,129,918,365,696","JPY","Analyze"
"JT:4508","Mitsubishi Tanabe Pharma Corporation","4508","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Health Care","JP3469000008","6870984","1,124,920,590,336","JPY","Analyze"
"JT:9503","The Kansai Electric Power Company, Incorporated","9503","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Utilities","JP3228600007","6483489","1,115,501,887,488","JPY","Analyze"
"JT:8036","Hitachi High-Technologies Corporation","8036","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3678800008","6642804","1,098,832,740,352","JPY","Analyze"
"JT:2267","Yakult Honsha Co.,Ltd","2267","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","JP3931600005","6985112","1,097,891,315,712","JPY","Analyze"
"JT:3402","Toray Industries, Inc","3402","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3621000003","6897143","1,029,249,368,064","JPY","Analyze"
"JT:9532","Osaka Gas Co., Ltd","9532","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Utilities","JP3180400008","6661768","1,011,544,096,768","JPY","Analyze"
"JT:9201","Japan Airlines Co., Ltd","9201","09/19/2012","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3705200008","B8BRV46","988,362,833,920","JPY","Analyze"
"JT:8697","Japan Exchange Group, Inc","8697","01/04/2013","Global Equity","Common stocks","Developed markets ex-US","Financials","JP3183200009","6743882","981,717,417,984","JPY","Analyze"
"JT:9502","Chubu Electric Power Company, Incorporated","9502","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Utilities","JP3526600006","6195609","978,486,624,256","JPY","Analyze"
"JT:4217","Hitachi Chemical Company, Ltd","4217","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3785000005","6429126","963,008,266,240","JPY","Analyze"
"JT:9005","Tokyu Corporation","9005","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3574200006","6896548","932,721,131,520","JPY","Analyze"
"JT:2269","Meiji Holdings Co., Ltd","2269","04/01/2009","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","JP3918000005","B60DQV3","915,329,974,272","JPY","Analyze"
"JT:8601","Daiwa Securities Group Inc","8601","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Financials","JP3502200003","6251448","913,891,459,072","JPY","Analyze"
"JT:8593","Mitsubishi UFJ Lease & Finance Company Limited","8593","03/22/1985","Global Equity","Common stocks","Developed markets ex-US","Financials","JP3499800005","6268976","893,611,933,696","JPY","Analyze"
"JT:8952","Japan Real Estate Investment Corporation","8952","09/10/2001","Global Equity","REITs","Developed markets ex-US","Real Estate","JP3027680002","6397580","886,534,373,376","JPY","Analyze"
"JT:9107","Kawasaki Kisen Kaisha, Ltd","9107","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3223800008","6484686","879,795,437,568","JPY","Analyze"
"JT:9602","Toho Co., Ltd","9602","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Communication Services","JP3598600009","6895200","866,791,849,984","JPY","Analyze"
"JT:7181","Japan Post Insurance Co., Ltd","7181","11/04/2015","Global Equity","Common stocks","Developed markets ex-US","Financials","JP3233250004","BYT8154","847,430,746,112","JPY","Analyze"
"JT:9042","Hankyu Hanshin Holdings, Inc","9042","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3774200004","6408664","844,543,754,240","JPY","Analyze"
"JT:9064","Yamato Holdings Co., Ltd","9064","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3940000007","6985565","839,891,615,744","JPY","Analyze"
"JT:8795","T&D Holdings, Inc","8795","04/01/2004","Global Equity","Common stocks","Developed markets ex-US","Financials","JP3539220008","6744294","828,820,750,336","JPY","Analyze"
"JT:7911","Toppan Printing Co., Ltd","7911","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3629000005","6897024","806,862,651,392","JPY","Analyze"
"JT:9501","Tokyo Electric Power Company Holdings, Incorporated","9501","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Utilities","JP3585800000","6895404","785,073,045,504","JPY","Analyze"
"JT:7276","Koito Manufacturing Co., Ltd","7276","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3284600008","6496324","761,888,636,928","JPY","Analyze"
"JT:9697","Capcom Co., Ltd","9697","10/18/2000","Global Equity","Common stocks","Developed markets ex-US","Communication Services","JP3218900003","6173694","751,523,463,168","JPY","Analyze"
"JT:9684","Square Enix Holdings Co., Ltd","9684","02/01/1991","Global Equity","Common stocks","Developed markets ex-US","Communication Services","JP3164630000","6309262","741,536,104,448","JPY","Analyze"
"JT:8984","Daiwa House REIT Investment Corporation","8984","03/22/2006","Global Equity","REITs","Developed markets ex-US","Real Estate","JP3046390005","B0Z6WY0","733,119,971,328","JPY","Analyze"
"JT:8953","Japan Retail Fund Investment Corporation","8953","03/12/2002","Global Equity","REITs","Developed markets ex-US","Real Estate","JP3039710003","6513342","717,579,354,112","JPY","Analyze"
"JT:9086","Hitachi Transport System, Ltd","9086","01/31/1989","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3791200003","6429234","710,405,980,160","JPY","Analyze"
"JT:9041","Kintetsu Group Holdings Co., Ltd","9041","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3260800002","6492968","709,986,156,544","JPY","Analyze"
"JT:3436","Sumco Corporation","3436","11/17/2005","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3322930003","B0M0C89","697,882,836,992","JPY","Analyze"
"JT:9719","SCSK Corporation","9719","02/28/1989","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3400400002","6858474","667,415,216,128","JPY","Analyze"
"JT:9147","NIPPON EXPRESS HOLDINGS INC","9147","01/04/2022","Global Equity","Comon stocks","Developed markets ex-US","Industrials","","","660,468,137,984","JPY","Analyze"
"JT:9007","Odakyu Electric Railway Co., Ltd","9007","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3196000008","6656106","628,647,264,256","JPY","Analyze"
"JT:4922","KOSÉ Corporation","4922","12/16/1999","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","JP3283650004","6194468","627,555,500,032","JPY","Analyze"
"JT:9062","Nippon Express Co., Ltd","9062","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3729400006","6642127","625,201,577,984","JPY","Analyze"
"JT:8473","SBI Holdings, Inc","8473","02/15/2002","Global Equity","Common stocks","Developed markets ex-US","Financials","JP3436120004","6309466","623,582,773,248","JPY","Analyze"
"JT:5002","Showa Shell Sekiyu K.K","5002","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Energy","JP3366800005","6805544","619,263,623,168","JPY","Analyze"
"JT:9001","Tobu Railway Co., Ltd","9001","05/08/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3597800006","6895169","613,348,671,488","JPY","Analyze"
"JT:2181","Persol Holdings Co.,Ltd","2181","10/01/2008","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3547670004","B3CY709","594,622,283,776","JPY","Analyze"
"JT:9009","Keisei Electric Railway Co., Ltd","9009","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3278600006","6487425","572,200,124,416","JPY","Analyze"
"JT:4516","Nippon Shinyaku Co., Ltd","4516","01/09/1984","Global Equity","Common stocks","Developed markets ex-US","Health Care","JP3717600005","6640563","527,377,924,096","JPY","Analyze"
"JT:9008","Keio Corporation","9008","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3277800003","6487362","520,145,993,728","JPY","Analyze"
"JT:8954","ORIX JREIT Inc","8954","06/12/2002","Global Equity","REITs","Developed markets ex-US","Real Estate","JP3040880001","6527774","509,219,995,648","JPY","Analyze"
"JT:8572","Acom Co., Ltd","8572","10/01/1993","Global Equity","Common stocks","Developed markets ex-US","Financials","JP3108600002","6049784","501,045,690,368","JPY","Analyze"
"JT:8439","Tokyo Century Corporation","8439","09/18/2003","Global Equity","Common stocks","Developed markets ex-US","Financials","JP3424950008","6679794","499,311,280,128","JPY","Analyze"
"JT:8331","The Chiba Bank, Ltd","8331","01/05/1984","Global Equity","Common stocks","Developed markets ex-US","Financials","JP3511800009","6190563","491,683,020,800","JPY","Analyze"
"JT:9706","Japan Airport Terminal Co., Ltd","9706","02/08/1990","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3699400002","6472175","488,036,827,136","JPY","Analyze"
"JT:8252","Marui Group Co., Ltd","8252","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Financials","JP3870400003","6569527","482,778,677,248","JPY","Analyze"
"JT:1881","Nippo Corporation","1881","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3750200002","6640789","476,339,994,624","JPY","Analyze"
"JT:8960","United Urban Investment Corporation","8960","12/22/2003","Global Equity","REITs","Developed markets ex-US","Real Estate","JP3045540006","6723839","455,901,315,072","JPY","Analyze"
"JT:9024","Seibu Holdings Inc","9024","04/23/2014","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3417200007","BKY6H35","448,609,943,552","JPY","Analyze"
"JT:3349","COSMOS Pharmaceutical Corporation","3349","11/11/2004","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","JP3298400007","B036QP1","441,925,959,680","JPY","Analyze"
"JT:9048","Nagoya Railroad Co., Ltd","9048","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3649800004","6619864","431,648,964,608","JPY","Analyze"
"JT:4506","Sumitomo Dainippon Pharma Co., Ltd","4506","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Health Care","JP3495000006","6250865","430,666,711,040","JPY","Analyze"
"JT:8227","SHIMAMURA Co., Ltd","8227","12/23/1988","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3358200008","6804035","430,346,010,624","JPY","Analyze"
"JT:8355","The Shizuoka Bank, Ltd","8355","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Financials","JP3351200005","6805328","424,240,054,272","JPY","Analyze"
"JT:8354","Fukuoka Financial Group, Inc","8354","04/02/2007","Global Equity","Common stocks","Developed markets ex-US","Financials","JP3805010000","B1TK1Y8","417,448,624,128","JPY","Analyze"
"JT:8303","Shinsei Bank, Limited","8303","02/19/2004","Global Equity","Common stocks","Developed markets ex-US","Financials","JP3729000004","6730936","416,293,552,128","JPY","Analyze"
"JT:9142","Kyushu Railway Company","9142","02/22/2018","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3247010006","BD2BST6","407,090,135,040","JPY","Analyze"
"JT:2282","NH Foods Ltd","2282","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","JP3743000006","6640767","406,570,958,848","JPY","Analyze"
"JT:8955","Japan Prime Realty Investment Corporation","8955","06/14/2002","Global Equity","REITs","Developed markets ex-US","Real Estate","JP3040890000","6528175","403,358,515,200","JPY","Analyze"
"JT:4536","Santen Pharmaceutical Co., Ltd","4536","01/12/1984","Global Equity","Common stocks","Developed markets ex-US","Health Care","JP3336000009","6776606","402,945,998,848","JPY","Analyze"
"JT:9508","Kyushu Electric Power Company, Incorporated","9508","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Utilities","JP3246400000","6499806","398,287,044,608","JPY","Analyze"
"JT:4527","Rohto Pharmaceutical Co., Ltd","4527","01/20/1984","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","JP3982400008","6747367","394,111,844,352","JPY","Analyze"
"JT:9513","Electric Power Development Co., Ltd","9513","10/06/2004","Global Equity","Common stocks","Developed markets ex-US","Utilities","JP3551200003","B02Q328","389,343,084,544","JPY","Analyze"
"JT:8060","Canon Marketing Japan Inc","8060","01/05/1984","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3243600008","6172453","388,635,983,872","JPY","Analyze"
"JT:9468","Kadokawa Dwango Corporation","9468","10/01/2014","Global Equity","Common stocks","Developed markets ex-US","Communication Services","JP3214350005","BQQ1JP6","388,025,122,816","JPY","Analyze"
"JT:8369","The Bank of Kyoto, Ltd","8369","10/01/1984","Global Equity","Common stocks","Developed markets ex-US","Financials","JP3251200006","6075756","387,910,238,208","JPY","Analyze"
"JT:6471","NSK Ltd","6471","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3720800006","6641544","384,412,516,352","JPY","Analyze"
"JT:8586","Hitachi Capital Corporation","8586","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Financials","JP3786600001","6429159","379,534,999,552","JPY","Analyze"
"JT:8804","Tokyo Tatemono Co., Ltd","8804","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JP3582600007","6895426","375,796,695,040","JPY","Analyze"
"JT:7564","Workman Ltd","7564","09/29/1997","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3990100004","6053194","375,407,837,184","JPY","Analyze"
"JT:9831","Yamada Denki Co., Ltd","9831","03/23/1989","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3939000000","6985026","374,638,084,096","JPY","Analyze"
"JT:9006","Keikyu Corporation","9006","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3280200001","6487306","372,716,929,024","JPY","Analyze"
"JT:3405","Kuraray Co., Ltd","3405","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3269600007","6497662","368,637,411,328","JPY","Analyze"
"JT:9506","Tohoku Electric Power Company, Incorporated","9506","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Utilities","JP3605400005","6895266","365,662,568,448","JPY","Analyze"
"JT:6268","Nabtesco Corporation","6268","09/29/2003","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3651210001","6687571","361,718,579,200","JPY","Analyze"
"JT:8905","AEON Mall Co., Ltd","8905","07/24/2002","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JP3131430005","6534202","355,199,320,064","JPY","Analyze"
"JT:6113","Amada Holdings Co., Ltd","6113","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3122800000","6022105","352,875,905,024","JPY","Analyze"
"JT:8976","Daiwa Office Investment Corporation","8976","10/19/2005","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JP3046310003","B0LNTF5","347,420,884,992","JPY","Analyze"
"JT:8111","Goldwin Inc","8111","12/18/1991","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3306600002","6376169","339,312,181,248","JPY","Analyze"
"JT:3391","Tsuruha Holdings Inc","3391","11/16/2005","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","JP3536150000","B0MKZN5","327,734,788,096","JPY","Analyze"
"JT:2212","Yamazaki Baking Co., Ltd","2212","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","JP3935600001","6985509","326,513,786,880","JPY","Analyze"
"JT:9045","Keihan Holdings Co., Ltd","9045","03/22/2006","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3279400000","6487232","325,297,373,184","JPY","Analyze"
"JT:8876","Relo Group, Inc","8876","06/14/2010","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JP3755200007","6173906","324,774,526,976","JPY","Analyze"
"JT:3226","Nippon Accommodations Fund Inc","3226","08/04/2006","Global Equity","REITs","Developed markets ex-US","Real Estate","JP3046440008","B182BB2","324,739,432,448","JPY","Analyze"
"JT:8088","Iwatani Corporation","8088","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Energy","JP3151600008","6468204","317,470,113,792","JPY","Analyze"
"JT:9504","The Chugoku Electric Power Co., Inc","9504","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Utilities","JP3522200009","6195900","311,994,679,296","JPY","Analyze"
"JT:2229","Calbee, Inc","2229","03/11/2011","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","JP3220580009","B3TBRZ8","311,827,202,048","JPY","Analyze"
"JT:8304","Aozora Bank, Ltd","8304","11/14/2006","Global Equity","Common stocks","Developed markets ex-US","Financials","JP3711200000","B1G1854","305,592,336,384","JPY","Analyze"
"JT:9533","Toho Gas Co., Ltd","9533","02/22/2018","Global Equity","Common stocks","Developed markets ex-US","Utilities","JP3600200004","6895222","301,892,370,432","JPY","Analyze"
"JT:8985","Japan Hotel REIT Investment Corporation","8985","06/14/2006","Global Equity","REITs","Developed markets ex-US","Real Estate","JP3046400002","B1530B1","299,736,367,104","JPY","Analyze"
"JT:8967","Japan Logistics Fund, Inc","8967","05/09/2005","Global Equity","REITs","Developed markets ex-US","Real Estate","JP3046230003","B07NL19","298,412,998,656","JPY","Analyze"
"JT:4186","Tokyo Ohka Kogyo Co., Ltd","4186","07/30/1986","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3571800006","6894898","298,391,044,096","JPY","Analyze"
"JT:7164","ZENKOKU HOSHO Co.,Ltd","7164","12/19/2012","Global Equity","Common stocks","Developed markets ex-US","Financials","JP3429250008","B92MT10","291,689,955,328","JPY","Analyze"
"JT:4483","Jmdc Inc","4483","12/16/2019","Global Equity","Common stocks","Developed markets ex-US","Health Care","JP3386690006","BK7C5Q9","290,479,374,336","JPY","Analyze"
"JT:8972","Kenedix Office Investment Corporation","8972","07/21/2005","Global Equity","REITs","Developed markets ex-US","Real Estate","JP3046270009","B0C5Q59","289,672,757,248","JPY","Analyze"
"JT:4924","Ci:z Holdings Co., Ltd","4924","02/22/2005","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","JP3638700009","6591940","286,456,610,816","JPY","Analyze"
"JT:8410","Seven Bank, Ltd","8410","12/26/2011","Global Equity","Common stocks","Developed markets ex-US","Financials","JP3105220002","B2NT8S1","283,353,350,144","JPY","Analyze"
